'electronic','data quality'
'knowledge','data analysis'
'knowledge','data quality'
'data analysis','data quality'
'social media','dynamic capabilities'
'social media','social customer relationship management'
'social media','marketing capabilities'
'social media','customer engagement'
'dynamic capabilities','social customer relationship management'
'dynamic capabilities','marketing capabilities'
'dynamic capabilities','customer engagement'
'social customer relationship management','marketing capabilities'
'social customer relationship management','customer engagement'
'marketing capabilities','customer engagement'
'big data','hospitality'
'big data','customer relationship management'
'big data','client profile'
'big data','bootstrapping'
'big data','hotels'
'hospitality','customer relationship management'
'hospitality','client profile'
'hospitality','bootstrapping'
'hospitality','hotels'
'customer relationship management','client profile'
'customer relationship management','bootstrapping'
'customer relationship management','hotels'
'client profile','bootstrapping'
'client profile','hotels'
'bootstrapping','hotels'
'customer relationship management','engagement'
'customer relationship management','involvement willingnes'
'customer relationship management','social customer relationship management'
'customer relationship management','social media'
'customer relationship management','web 20'
'engagement','involvement willingnes'
'engagement','social customer relationship management'
'engagement','social media'
'engagement','web 20'
'involvement willingnes','social customer relationship management'
'involvement willingnes','social media'
'involvement willingnes','web 20'
'social customer relationship management','social media'
'social customer relationship management','web 20'
'social media','web 20'
'customer relationship management','data analysis'
'customer relationship management','evolutionary computing'
'customer relationship management','optimization'
'data analysis','evolutionary computing'
'data analysis','optimization'
'evolutionary computing','optimization'
'social network analysis','regression'
'social network analysis','time series'
'social network analysis','data analysis'
'social network analysis','customer analysis'
'social network analysis','data analysis'
'social network analysis','customer relationship management'
'regression','time series'
'regression','data analysis'
'regression','customer analysis'
'regression','data analysis'
'regression','customer relationship management'
'time series','data analysis'
'time series','customer analysis'
'time series','data analysis'
'time series','customer relationship management'
'data analysis','customer analysis'
'data analysis','customer relationship management'
'customer analysis','data analysis'
'customer analysis','customer relationship management'
'data analysis','customer relationship management'
'customer relationship management','companies'
'customer relationship management','economics'
'companies','economics'
'customer relationship management','social media'
'customer relationship management','customer engagement'
'customer relationship management','information management'
'social media','customer engagement'
'social media','information management'
'customer engagement','information management'
'application programming interface','social network analysis'
'application programming interface','data analysis'
'application programming interface','simulation'
'application programming interface','management'
'social network analysis','data analysis'
'social network analysis','simulation'
'social network analysis','management'
'data analysis','simulation'
'data analysis','management'
'simulation','management'
'customer relationship management','enterprise resource planning'
'customer relationship management','enterprise resource planning'
'customer relationship management','implementation'
'enterprise resource planning','implementation'
'enterprise resource planning','implementation'
'ecrm','cost'
'ecrm','technology acceptance'
'ecrm','satisfaction'
'ecrm','efficiency'
'cost','technology acceptance'
'cost','satisfaction'
'cost','efficiency'
'technology acceptance','satisfaction'
'technology acceptance','efficiency'
'satisfaction','efficiency'
'customer relationship management','market analysis'
'customer relationship management','customer satisfaction'
'market analysis','customer satisfaction'
'lcp segmentation','online social networks'
'lcp segmentation','social customer relationship management'
'lcp segmentation','marketing'
'lcp segmentation','customer engagement'
'lcp segmentation','facebook'
'online social networks','social customer relationship management'
'online social networks','marketing'
'online social networks','customer engagement'
'online social networks','facebook'
'social customer relationship management','marketing'
'social customer relationship management','customer engagement'
'social customer relationship management','facebook'
'marketing','customer engagement'
'marketing','facebook'
'customer engagement','facebook'
'customer relationship management','rfm'
'customer relationship management','data types'
'customer relationship management','mca'
'customer relationship management','time interval'
'rfm','data types'
'rfm','mca'
'rfm','time interval'
'data types','mca'
'data types','time interval'
'mca','time interval'
'social media','professional sales'
'social media','maladaptive technology dependence'
'social media','technology addiction'
'social media','dark side of social networking'
'professional sales','maladaptive technology dependence'
'professional sales','technology addiction'
'professional sales','dark side of social networking'
'maladaptive technology dependence','technology addiction'
'maladaptive technology dependence','dark side of social networking'
'technology addiction','dark side of social networking'
'social network','technostress'
'social network','rational use'
'social network','stimulusorganismresponse paradigm'
'technostress','rational use'
'technostress','stimulusorganismresponse paradigm'
'rational use','stimulusorganismresponse paradigm'
'customer relationship management','social media'
'customer relationship management','microenterprises'
'customer relationship management','social competency'
'customer relationship management','media naturalness theory'
'social media','microenterprises'
'social media','social competency'
'social media','media naturalness theory'
'microenterprises','social competency'
'microenterprises','media naturalness theory'
'social competency','media naturalness theory'
'social customer relationship management','doi'
'social customer relationship management','startups'
'social customer relationship management','doi'
'social customer relationship management','startups'
'doi','startups'
'internalization theory','capability-based view'
'internalization theory','foreign direct investment'
'internalization theory','networking technologies'
'internalization theory','social media'
'internalization theory','online social networks'
'capability-based view','foreign direct investment'
'capability-based view','networking technologies'
'capability-based view','social media'
'capability-based view','online social networks'
'foreign direct investment','networking technologies'
'foreign direct investment','social media'
'foreign direct investment','online social networks'
'networking technologies','social media'
'networking technologies','online social networks'
'social media','online social networks'
'online relationship management','behavioral analysis'
'online relationship management','attitude'
'online relationship management','brand'
'online relationship management','social network'
'behavioral analysis','attitude'
'behavioral analysis','brand'
'behavioral analysis','social network'
'attitude','brand'
'attitude','social network'
'brand','social network'
'centrality','linear threshold model'
'centrality','independent cascade model'
'centrality','spread of influence'
'centrality','social network'
'linear threshold model','independent cascade model'
'linear threshold model','spread of influence'
'linear threshold model','social network'
'independent cascade model','spread of influence'
'independent cascade model','social network'
'spread of influence','social network'
'social network','social influence'
'social network','trust'
'social influence','trust'
'online interactivity','perceived interactivity'
'online interactivity','personalization'
'online interactivity','facebook'
'online interactivity','social network'
'online interactivity','customer relationship management'
'perceived interactivity','personalization'
'perceived interactivity','facebook'
'perceived interactivity','social network'
'perceived interactivity','customer relationship management'
'personalization','facebook'
'personalization','social network'
'personalization','customer relationship management'
'facebook','social network'
'facebook','customer relationship management'
'social network','customer relationship management'
'customer relationship management','mobile devices'
'customer relationship management','technology'
'customer relationship management','competence'
'customer relationship management','employees'
'mobile devices','technology'
'mobile devices','competence'
'mobile devices','employees'
'technology','competence'
'technology','employees'
'competence','employees'
'social sustainability','social network'
'social sustainability','facebook'
'social sustainability','subjective well-being'
'social sustainability','social enhancement hypothesis'
'social sustainability','social compensation hypothesis'
'social network','facebook'
'social network','subjective well-being'
'social network','social enhancement hypothesis'
'social network','social compensation hypothesis'
'facebook','subjective well-being'
'facebook','social enhancement hypothesis'
'facebook','social compensation hypothesis'
'subjective well-being','social enhancement hypothesis'
'subjective well-being','social compensation hypothesis'
'social enhancement hypothesis','social compensation hypothesis'
'user profiles','consumers'
'user profiles','employees'
'user profiles','matchmaking'
'user profiles','social network'
'user profiles','social computing'
'user profiles','social network analysis'
'consumers','employees'
'consumers','matchmaking'
'consumers','social network'
'consumers','social computing'
'consumers','social network analysis'
'employees','matchmaking'
'employees','social network'
'employees','social computing'
'employees','social network analysis'
'matchmaking','social network'
'matchmaking','social computing'
'matchmaking','social network analysis'
'social network','social computing'
'social network','social network analysis'
'social computing','social network analysis'
'social network','social media'
'social network','small and medium enterprises'
'social network','behavioral analysis'
'social network','business management'
'social media','small and medium enterprises'
'social media','behavioral analysis'
'social media','business management'
'small and medium enterprises','behavioral analysis'
'small and medium enterprises','business management'
'behavioral analysis','business management'
'gender differences','social network'
'gender differences','facebook'
'gender differences','continued usage intention'
'gender differences','satisfaction'
'gender differences','uses and gratifications'
'gender differences','gendered self-construal'
'gender differences','relational interdependence'
'gender differences','collective interdependence'
'social network','facebook'
'social network','continued usage intention'
'social network','satisfaction'
'social network','uses and gratifications'
'social network','gendered self-construal'
'social network','relational interdependence'
'social network','collective interdependence'
'facebook','continued usage intention'
'facebook','satisfaction'
'facebook','uses and gratifications'
'facebook','gendered self-construal'
'facebook','relational interdependence'
'facebook','collective interdependence'
'continued usage intention','satisfaction'
'continued usage intention','uses and gratifications'
'continued usage intention','gendered self-construal'
'continued usage intention','relational interdependence'
'continued usage intention','collective interdependence'
'satisfaction','uses and gratifications'
'satisfaction','gendered self-construal'
'satisfaction','relational interdependence'
'satisfaction','collective interdependence'
'uses and gratifications','gendered self-construal'
'uses and gratifications','relational interdependence'
'uses and gratifications','collective interdependence'
'gendered self-construal','relational interdependence'
'gendered self-construal','collective interdependence'
'relational interdependence','collective interdependence'
'online social networks','social media'
'online social networks','evaluation'
'social media','evaluation'
'enterprise social network','user roles'
'enterprise social network','knowledge'
'enterprise social network','knowledge'
'enterprise social network','knowledge'
'user roles','knowledge'
'user roles','knowledge'
'user roles','knowledge'
'social network','trust'
'social network','evolutionary computing'
'social network','load balancing'
'social network','waiting time'
'trust','evolutionary computing'
'trust','load balancing'
'trust','waiting time'
'evolutionary computing','load balancing'
'evolutionary computing','waiting time'
'load balancing','waiting time'
'information management','software'
'information management','enterprise social network'
'information management','social business object'
'information management','case studies'
'software','enterprise social network'
'software','social business object'
'software','case studies'
'enterprise social network','social business object'
'enterprise social network','case studies'
'social business object','case studies'
'self-disclosure','humor'
'self-disclosure','credibility'
'self-disclosure','engagement'
'self-disclosure','facebook'
'humor','credibility'
'humor','engagement'
'humor','facebook'
'credibility','engagement'
'credibility','facebook'
'engagement','facebook'
'tourism','customer relationship management'
'tourism','evolutionary computing'
'tourism','pervasive'
'tourism','geographic information systems'
'customer relationship management','evolutionary computing'
'customer relationship management','pervasive'
'customer relationship management','geographic information systems'
'evolutionary computing','pervasive'
'evolutionary computing','geographic information systems'
'pervasive','geographic information systems'
'data analysis','social network'
'data analysis','churn prediction'
'data analysis','classification'
'data analysis','cdr data'
'data analysis','profit'
'social network','churn prediction'
'social network','classification'
'social network','cdr data'
'social network','profit'
'churn prediction','classification'
'churn prediction','cdr data'
'churn prediction','profit'
'classification','cdr data'
'classification','profit'
'cdr data','profit'
'social network','technology adoption'
'social network','mixed-method research'
'technology adoption','social network'
'technology adoption','mixed-method research'
'social network','mixed-method research'
'influence management','social network'
'influence management','customer analysis'
'influence management','shapley value'
'social network','customer analysis'
'social network','shapley value'
'customer analysis','shapley value'
'online profiling','social network'
'online profiling','customer relationship management'
'online profiling','data analysis'
'online profiling','cluster analysis'
'online profiling','facebook'
'social network','customer relationship management'
'social network','data analysis'
'social network','cluster analysis'
'social network','facebook'
'customer relationship management','data analysis'
'customer relationship management','cluster analysis'
'customer relationship management','facebook'
'data analysis','cluster analysis'
'data analysis','facebook'
'cluster analysis','facebook'
'animation','comics and games'
'animation','consumer acceptance'
'animation','data analysis'
'animation','decision tree'
'animation','word-of-mouth'
'animation','pokemon go'
'comics and games','consumer acceptance'
'comics and games','data analysis'
'comics and games','decision tree'
'comics and games','word-of-mouth'
'comics and games','pokemon go'
'consumer acceptance','data analysis'
'consumer acceptance','decision tree'
'consumer acceptance','word-of-mouth'
'consumer acceptance','pokemon go'
'data analysis','decision tree'
'data analysis','word-of-mouth'
'data analysis','pokemon go'
'decision tree','word-of-mouth'
'decision tree','pokemon go'
'word-of-mouth','pokemon go'
'online social networks','complaint theme'
'online social networks','entropy model'
'online social networks','influence management'
'complaint theme','entropy model'
'complaint theme','influence management'
'entropy model','influence management'
'social network','customer behavior'
'social network','uses and gratifications theory'
'social network','consumer resonance'
'social network','purchase intention'
'customer behavior','uses and gratifications theory'
'customer behavior','consumer resonance'
'customer behavior','purchase intention'
'uses and gratifications theory','consumer resonance'
'uses and gratifications theory','purchase intention'
'consumer resonance','purchase intention'
'customer relationship management','advertising'
'customer relationship management','promoting new products'
'advertising','promoting new products'
'soft computing application','fuzzy logic'
'soft computing application','social bots'
'soft computing application','sentiment analysis'
'soft computing application','social network'
'soft computing application','customer relationship management'
'fuzzy logic','social bots'
'fuzzy logic','sentiment analysis'
'fuzzy logic','social network'
'fuzzy logic','customer relationship management'
'social bots','sentiment analysis'
'social bots','social network'
'social bots','customer relationship management'
'sentiment analysis','social network'
'sentiment analysis','customer relationship management'
'social network','customer relationship management'
'tie strength','relationship management'
'tie strength','social network'
'tie strength','network applications'
'relationship management','social network'
'relationship management','network applications'
'social network','network applications'
'evolutionary computing','aco'
'evolutionary computing','trust'
'evolutionary computing','social intimacy pheromone'
'evolutionary computing','probabilistic trust rule'
'evolutionary computing','trust'
'aco','trust'
'aco','social intimacy pheromone'
'aco','probabilistic trust rule'
'aco','trust'
'trust','social intimacy pheromone'
'trust','probabilistic trust rule'
'social intimacy pheromone','probabilistic trust rule'
'social intimacy pheromone','trust'
'probabilistic trust rule','trust'
'social media','marketing'
'social media','literature review'
'social media','customer relationship management'
'social media','advertising'
'social media','adoption'
'marketing','literature review'
'marketing','customer relationship management'
'marketing','advertising'
'marketing','adoption'
'literature review','customer relationship management'
'literature review','advertising'
'literature review','adoption'
'customer relationship management','advertising'
'customer relationship management','adoption'
'advertising','adoption'
'social network','interpretive structural modelling'
'social network','social media'
'social network','deactivation'
'social network','addiction'
'interpretive structural modelling','social media'
'interpretive structural modelling','deactivation'
'interpretive structural modelling','addiction'
'social media','deactivation'
'social media','addiction'
'deactivation','addiction'
'knowledge','social network'
'knowledge','social network'
'knowledge','social network'
'text mining','financial analysis'
'text mining','predictive analysis'
'text mining','predictive analysis'
'text mining','customer relationship management'
'text mining','cyber security'
'financial analysis','predictive analysis'
'financial analysis','predictive analysis'
'financial analysis','customer relationship management'
'financial analysis','cyber security'
'predictive analysis','customer relationship management'
'predictive analysis','cyber security'
'predictive analysis','customer relationship management'
'predictive analysis','cyber security'
'customer relationship management','cyber security'
'decision making','social media'
'decision making','data analysis'
'decision making','predictive analysis'
'decision making','facebook'
'social media','data analysis'
'social media','predictive analysis'
'social media','facebook'
'data analysis','predictive analysis'
'data analysis','facebook'
'predictive analysis','facebook'
'word-of-mouth','purchase intention'
'word-of-mouth','social media'
'word-of-mouth','social network'
'word-of-mouth','trust'
'word-of-mouth','value management'
'purchase intention','social media'
'purchase intention','social network'
'purchase intention','trust'
'purchase intention','value management'
'social media','social network'
'social media','trust'
'social media','value management'
'social network','trust'
'social network','value management'
'trust','value management'
'social media','influential users'
'social media','dynamic information diffusion'
'social media','continuous-time markov process'
'influential users','dynamic information diffusion'
'influential users','continuous-time markov process'
'dynamic information diffusion','continuous-time markov process'
'classification','electronic commerce'
'classification','collective inference procedures'
'classification','homophily'
'classification','cohesion'
'electronic commerce','classification'
'electronic commerce','collective inference procedures'
'electronic commerce','homophily'
'electronic commerce','cohesion'
'classification','collective inference procedures'
'classification','homophily'
'classification','cohesion'
'collective inference procedures','homophily'
'collective inference procedures','cohesion'
'homophily','cohesion'
'social network','task-technology fit'
'social network','technology acceptance'
'social network','social capital theory'
'social network','partial least squares'
'task-technology fit','technology acceptance'
'task-technology fit','social capital theory'
'task-technology fit','partial least squares'
'technology acceptance','social capital theory'
'technology acceptance','partial least squares'
'social capital theory','partial least squares'
'efficiency','bootstrapping'
'efficiency','data analysis'
'efficiency','regression'
'efficiency','online social networks'
'efficiency','web 20'
'efficiency','telecommunications firms'
'bootstrapping','data analysis'
'bootstrapping','regression'
'bootstrapping','online social networks'
'bootstrapping','web 20'
'bootstrapping','telecommunications firms'
'data analysis','regression'
'data analysis','online social networks'
'data analysis','web 20'
'data analysis','telecommunications firms'
'regression','online social networks'
'regression','web 20'
'regression','telecommunications firms'
'online social networks','web 20'
'online social networks','telecommunications firms'
'web 20','telecommunications firms'
'sales management','social media'
'sales management','salesperson'
'sales management','social customer relationship management'
'sales management','customer relationship management'
'social media','salesperson'
'social media','social customer relationship management'
'social media','customer relationship management'
'salesperson','social customer relationship management'
'salesperson','customer relationship management'
'social customer relationship management','customer relationship management'
'social media','customer relationship management'
'social media','facebook'
'social media','engagement'
'social media','athletes'
'customer relationship management','facebook'
'customer relationship management','engagement'
'customer relationship management','athletes'
'facebook','engagement'
'facebook','athletes'
'engagement','athletes'
'social media','corporate culture'
'social media','social network'
'social media','typology'
'social media','two-way communication'
'corporate culture','social network'
'corporate culture','typology'
'corporate culture','two-way communication'
'social network','typology'
'social network','two-way communication'
'typology','two-way communication'
'cause related marketing crm','prosumption'
'cause related marketing crm','crowd intelligence'
'cause related marketing crm','consumer involvement'
'cause related marketing crm','donation'
'prosumption','crowd intelligence'
'prosumption','consumer involvement'
'prosumption','donation'
'crowd intelligence','consumer involvement'
'crowd intelligence','donation'
'consumer involvement','donation'
'cause related marketing crm','self-presentation'
'cause related marketing crm','conspicuous consumption'
'cause related marketing crm','social media'
'self-presentation','conspicuous consumption'
'self-presentation','social media'
'conspicuous consumption','social media'
'data types','marketing'
'data types','customer relationship management'
'data types','customer analysis'
'marketing','customer relationship management'
'marketing','customer analysis'
'customer relationship management','customer analysis'
'trains','twitter'
'trains','sentiment analysis'
'trains','customer relationship management'
'trains','framing effect'
'trains','source credibility'
'trains','performance evaluation'
'trains','financial analysis'
'twitter','sentiment analysis'
'twitter','customer relationship management'
'twitter','framing effect'
'twitter','source credibility'
'twitter','performance evaluation'
'twitter','financial analysis'
'sentiment analysis','customer relationship management'
'sentiment analysis','framing effect'
'sentiment analysis','source credibility'
'sentiment analysis','performance evaluation'
'sentiment analysis','financial analysis'
'customer relationship management','framing effect'
'customer relationship management','source credibility'
'customer relationship management','performance evaluation'
'customer relationship management','financial analysis'
'framing effect','source credibility'
'framing effect','performance evaluation'
'framing effect','financial analysis'
'source credibility','performance evaluation'
'source credibility','financial analysis'
'performance evaluation','financial analysis'
'social media','startups'
'social media','disruptiveness'
'social media','startups'
'startups','disruptiveness'
'disruptiveness','startups'
'adoption','consumer involvement'
'adoption','cultural analysis'
'adoption','social media'
'adoption','social network'
'adoption','purchase intention'
'consumer involvement','cultural analysis'
'consumer involvement','social media'
'consumer involvement','social network'
'consumer involvement','purchase intention'
'cultural analysis','social media'
'cultural analysis','social network'
'cultural analysis','purchase intention'
'social media','social network'
'social media','purchase intention'
'social network','purchase intention'
'social media','marketing'
'social media','business-to-business'
'social media','web 20'
'social media','literature review'
'marketing','business-to-business'
'marketing','web 20'
'marketing','literature review'
'business-to-business','web 20'
'business-to-business','literature review'
'web 20','literature review'
'brand','social network analysis'
'brand','semantic analysis'
'brand','words co-occurrence network'
'brand','social network analysis'
'brand','semantic analysis'
'brand','words co-occurrence network'
'brand','social network analysis'
'brand','semantic analysis'
'brand','words co-occurrence network'
'social network analysis','semantic analysis'
'social network analysis','words co-occurrence network'
'semantic analysis','words co-occurrence network'
'disorder','public maintenance'
'disorder','broken windows'
'disorder','territoriality'
'disorder','place attachment'
'public maintenance','broken windows'
'public maintenance','territoriality'
'public maintenance','place attachment'
'broken windows','territoriality'
'broken windows','place attachment'
'territoriality','place attachment'
'mobile applications','brand'
'mobile applications','mobile business'
'mobile applications','marketing'
'mobile applications','social media'
'brand','mobile business'
'brand','marketing'
'brand','social media'
'mobile business','marketing'
'mobile business','social media'
'marketing','social media'
'exponential-family random graph models ergms','social network analysis'
'exponential-family random graph models ergms','prejudice'
'exponential-family random graph models ergms','racism'
'exponential-family random graph models ergms','tourism'
'exponential-family random graph models ergms','peace'
'social network analysis','prejudice'
'social network analysis','racism'
'social network analysis','tourism'
'social network analysis','peace'
'prejudice','racism'
'prejudice','tourism'
'prejudice','peace'
'racism','tourism'
'racism','peace'
'tourism','peace'
'informal interaction','social network'
'informal interaction','innovation'
'informal interaction','absorptive capacity'
'informal interaction','knowledge'
'social network','innovation'
'social network','absorptive capacity'
'social network','knowledge'
'innovation','absorptive capacity'
'innovation','knowledge'
'absorptive capacity','knowledge'
'knowledge','social network'
'knowledge','social media'
'knowledge','creativity'
'knowledge','greece'
'knowledge','tourism'
'knowledge','hospitality'
'social network','social media'
'social network','creativity'
'social network','greece'
'social network','tourism'
'social network','hospitality'
'social media','creativity'
'social media','greece'
'social media','tourism'
'social media','hospitality'
'creativity','greece'
'creativity','tourism'
'creativity','hospitality'
'greece','tourism'
'greece','hospitality'
'tourism','hospitality'
'relationship management','public service broadcasting'
'relationship management','electronic media'
'relationship management','new e-business technologies'
'public service broadcasting','electronic media'
'public service broadcasting','new e-business technologies'
'electronic media','new e-business technologies'
'social media','marketing'
'social media','literature review'
'social media','framework'
'social media','marketing'
'social media','literature review'
'social media','framework'
'marketing','literature review'
'marketing','framework'
'literature review','framework'
'software','social network analysis'
'software','structural holes theory'
'software','survival analysis'
'software','predictive analysis'
'social network analysis','structural holes theory'
'social network analysis','survival analysis'
'social network analysis','predictive analysis'
'structural holes theory','survival analysis'
'structural holes theory','predictive analysis'
'survival analysis','predictive analysis'
'social media','operational efficiency'
'social media','innovativeness'
'operational efficiency','innovativeness'
'mobile applications','security'
'mobile applications','privacy'
'mobile applications','reputation management'
'security','privacy'
'security','reputation management'
'privacy','reputation management'
'electronic banking','e-communication'
'electronic banking','customer satisfaction'
'electronic banking','customer engagement'
'electronic banking','social media'
'e-communication','customer satisfaction'
'e-communication','customer engagement'
'e-communication','social media'
'customer satisfaction','customer engagement'
'customer satisfaction','social media'
'customer engagement','social media'
'text mining','data analysis'
'text mining','research'
'text mining','data analysis'
'text mining','research'
'data analysis','research'
'electricity markets','capacity remuneration mechanisms'
'electricity markets','voll pricing'
'electricity markets','investment'
'electricity markets','security of supply externalities'
'electricity markets','asymmetric investment incentives'
'capacity remuneration mechanisms','voll pricing'
'capacity remuneration mechanisms','investment'
'capacity remuneration mechanisms','security of supply externalities'
'capacity remuneration mechanisms','asymmetric investment incentives'
'voll pricing','investment'
'voll pricing','security of supply externalities'
'voll pricing','asymmetric investment incentives'
'investment','security of supply externalities'
'investment','asymmetric investment incentives'
'security of supply externalities','asymmetric investment incentives'
'','social media'
'','social media'
'','marketing'
'','marketing organization theory'
'','marketing organization theory'
'','n-rel'
'','social media'
'','marketing'
'','n-rel'
'social media','marketing'
'social media','marketing organization theory'
'social media','marketing organization theory'
'social media','n-rel'
'social media','marketing'
'social media','n-rel'
'social media','marketing'
'social media','marketing organization theory'
'social media','marketing organization theory'
'social media','n-rel'
'social media','marketing'
'social media','n-rel'
'marketing','marketing organization theory'
'marketing','marketing organization theory'
'marketing','n-rel'
'marketing','social media'
'marketing','n-rel'
'marketing organization theory','n-rel'
'marketing organization theory','social media'
'marketing organization theory','marketing'
'marketing organization theory','n-rel'
'marketing organization theory','n-rel'
'marketing organization theory','social media'
'marketing organization theory','marketing'
'marketing organization theory','n-rel'
'n-rel','social media'
'n-rel','marketing'
'social media','marketing'
'social media','n-rel'
'marketing','n-rel'
'semantic analysis','social media'
'social media','semantic analysis'
'churn prediction','network analysis'
'churn prediction','community analysis'
'churn prediction','diffusion process'
'network analysis','community analysis'
'network analysis','diffusion process'
'community analysis','diffusion process'
'data analysis','social media'
'data analysis','social network analysis'
'data analysis','surveys'
'social media','social network analysis'
'social media','surveys'
'social network analysis','surveys'
'flight deck','crew communication'
'flight deck','modelling'
'flight deck','cognitive work analysis'
'flight deck','social network analysis'
'crew communication','modelling'
'crew communication','cognitive work analysis'
'crew communication','social network analysis'
'modelling','cognitive work analysis'
'modelling','social network analysis'
'cognitive work analysis','social network analysis'
'web 20','enterprise '
'web 20','enterprise resource planning'
'web 20','social network'
'enterprise ','enterprise resource planning'
'enterprise ','social network'
'enterprise resource planning','social network'
'customer analysis','business-to-business'
'customer analysis','selling performance'
'customer analysis','mixed-method research'
'customer analysis','measurement'
'customer analysis','resource management'
'business-to-business','selling performance'
'business-to-business','mixed-method research'
'business-to-business','measurement'
'business-to-business','resource management'
'selling performance','mixed-method research'
'selling performance','measurement'
'selling performance','resource management'
'mixed-method research','measurement'
'mixed-method research','resource management'
'measurement','resource management'
'co-creation','user generated content'
'co-creation','social capital theory'
'co-creation','peer participation'
'user generated content','social capital theory'
'user generated content','peer participation'
'social capital theory','peer participation'
'social media','learning orientation'
'social media','adaptive analysis'
'social media','competition'
'social media','sales management'
'learning orientation','adaptive analysis'
'learning orientation','competition'
'learning orientation','sales management'
'adaptive analysis','competition'
'adaptive analysis','sales management'
'competition','sales management'
'social commerce','social support'
'social commerce','relationship management'
'social commerce','social media'
'social commerce','communities'
'social commerce','social network'
'social commerce','pls-sem'
'social support','relationship management'
'social support','social media'
'social support','communities'
'social support','social network'
'social support','pls-sem'
'relationship management','social media'
'relationship management','communities'
'relationship management','social network'
'relationship management','pls-sem'
'social media','communities'
'social media','social network'
'social media','pls-sem'
'communities','social network'
'communities','pls-sem'
'social network','pls-sem'
'big data','cloud computing'
'big data','analytics'
'big data','data management'
'cloud computing','analytics'
'cloud computing','data management'
'analytics','data management'
'network analysis','marketing'
'network analysis','research'
'network analysis','consumer insights'
'network analysis','social media'
'marketing','research'
'marketing','consumer insights'
'marketing','social media'
'research','consumer insights'
'research','social media'
'consumer insights','social media'
'microblogging','perceived risk'
'microblogging','self-disclosure'
'microblogging','social benefits'
'perceived risk','self-disclosure'
'perceived risk','social benefits'
'self-disclosure','social benefits'
'lean pss','social network'
'lean pss','context analysis'
'social network','context analysis'
'customer value','product management'
'customer value','customer analysis'
'customer value','advertising'
'product management','customer value'
'product management','customer analysis'
'product management','advertising'
'customer value','customer analysis'
'customer value','advertising'
'customer analysis','advertising'
'field analysis','fuzzy logic'
'field analysis','knowledge'
'field analysis','practices'
'field analysis','tools'
'fuzzy logic','knowledge'
'fuzzy logic','practices'
'fuzzy logic','tools'
'knowledge','practices'
'knowledge','tools'
'practices','tools'
'informal learning recognition','cloud computing'
'informal learning recognition','competence'
'informal learning recognition','integration'
'informal learning recognition','trailer'
'cloud computing','competence'
'cloud computing','integration'
'cloud computing','trailer'
'competence','integration'
'competence','trailer'
'integration','trailer'
'reputation management','social media'
'reputation management','wrapper technologies'
'reputation management','facebook'
'social media','wrapper technologies'
'social media','facebook'
'wrapper technologies','facebook'
'consumer-brand identification','consumer engagement'
'consumer-brand identification','social media'
'consumer-brand identification','brand'
'consumer-brand identification','brand'
'consumer engagement','social media'
'consumer engagement','brand'
'consumer engagement','brand'
'social media','brand'
'social media','brand'
'post-adoption intention','enterprise '
'post-adoption intention','toe'
'post-adoption intention','information systems'
